"idhod","hodnota","stapro_kod","mj_cis","mj_kod","typosoby_kod","odvetvi_cis","odvetvi_kod","rok","ctvrtleti","uzemi_cis","uzemi_kod","stapro_txt","mj_txt","typosoby_txt","odvetvi_txt"
"746641770","1059.7","316","78","80403","100","5103","C","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zpracovatelský průmysl"
"746641785","30.1","316","78","80403","100","5103","D","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"746641800","50.7","316","78","80403","100","5103","E","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zásobování vodou; činnosti související s odpady a sanacemi"
"746641815","204.6","316","78","80403","100","5103","F","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Stavebnictví"
"746641830","496.3","316","78","80403","100","5103","G","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"746642880","93.8","316","78","80403","200","5103","A","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zemědělství, lesnictví, rybářství"
"746641845","241.9","316","78","80403","100","5103","H","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Doprava a skladování"
"746641860","112.3","316","78","80403","100","5103","I","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Ubytování, stravování a pohostinství"
"746641875","100.8","316","78","80403","100","5103","J","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Informační a komunikační činnosti"
"746641890","72.8","316","78","80403","100","5103","K","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Peněžnictví a pojišťovnictví"
"746641905","44.5","316","78","80403","100","5103","L","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Činnosti v oblasti nemovitostí"
"746642895","30.1","316","78","80403","200","5103","B","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Těžba a dobývání"
"746642910","1047.5","316","78","80403","200","5103","C","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zpracovatelský průmysl"
"746642925","29.8","316","78","80403","200","5103","D","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"746642940","49.7","316","78","80403","200","5103","E","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zásobování vodou; činnosti související s odpady a sanacemi"
"746641920","160.5","316","78","80403","100","5103","M","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Profesní, vědecké a technické činnosti"
"746641935","173","316","78","80403","100","5103","N","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Administrativní a podpůrné činnosti"
"746641950","280.3","316","78","80403","100","5103","O","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Veřejná správa a obrana; povinné sociální zabezpečení"
"746641965","305.3","316","78","80403","100","5103","P","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Vzdělávání"
"746642955","201.2","316","78","80403","200","5103","F","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Stavebnictví"
"746642970","476","316","78","80403","200","5103","G","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"746642985","238.7","316","78","80403","200","5103","H","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Doprava a skladování"
"746643000","107.9","316","78","80403","200","5103","I","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Ubytování, stravování a pohostinství"
"746641980","291.2","316","78","80403","100","5103","Q","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zdravotní a sociální péče"
"746641995","51.7","316","78","80403","100","5103","R","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Kulturní, zábavní a rekreační činnosti"
"746642010","48.9","316","78","80403","100","5103","S","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Ostatní činnosti"
"746643015","98.8","316","78","80403","200","5103","J","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Informační a komunikační činnosti"
"746643030","71","316","78","80403","200","5103","K","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Peněžnictví a pojišťovnictví"
"746643045","42.6","316","78","80403","200","5103","L","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Činnosti v oblasti nemovitostí"
"746643060","153.4","316","78","80403","200","5103","M","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Profesní, vědecké a technické činnosti"
"746643075","163.1","316","78","80403","200","5103","N","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Administrativní a podpůrné činnosti"
"746643090","275.4","316","78","80403","200","5103","O","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Veřejná správa a obrana; povinné sociální zabezpečení"
"746643105","274.6","316","78","80403","200","5103","P","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Vzdělávání"
"746643120","274.2","316","78","80403","200","5103","Q","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zdravotní a sociální péče"
"746643135","48.8","316","78","80403","200","5103","R","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Kulturní, zábavní a rekreační činnosti"
"746643150","43.6","316","78","80403","200","5103","S","2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Ostatní činnosti"
"786863944","3720.2","316","78","80403","200",,,"2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený",
"786863956","3849.9","316","78","80403","100",,,"2014","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický",
"763234488","95.8","316","78","80403","100","5103","A","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zemědělství, lesnictví, rybářství"
"763234503","28.9","316","78","80403","100","5103","B","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Těžba a dobývání"
"763234518","1090.4","316","78","80403","100","5103","C","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zpracovatelský průmysl"
"763234533","29.5","316","78","80403","100","5103","D","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"763234548","50.5","316","78","80403","100","5103","E","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zásobování vodou; činnosti související s odpady a sanacemi"
"763235718","478","316","78","80403","200","5103","G","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"763234563","202.3","316","78","80403","100","5103","F","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Stavebnictví"
"763234578","497.9","316","78","80403","100","5103","G","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"763234593","248.1","316","78","80403","100","5103","H","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Doprava a skladování"
"763234608","114.2","316","78","80403","100","5103","I","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Ubytování, stravování a pohostinství"
"763234638","73.1","316","78","80403","100","5103","K","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Peněžnictví a pojišťovnictví"
"763235733","245.2","316","78","80403","200","5103","H","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Doprava a skladování"
"763235748","109.7","316","78","80403","200","5103","I","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Ubytování, stravování a pohostinství"
"763235763","100.7","316","78","80403","200","5103","J","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Informační a komunikační činnosti"
"763234653","44.2","316","78","80403","100","5103","L","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Činnosti v oblasti nemovitostí"
"763234668","167","316","78","80403","100","5103","M","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Profesní, vědecké a technické činnosti"
"763234623","103.1","316","78","80403","100","5103","J","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Informační a komunikační činnosti"
"763234683","185.6","316","78","80403","100","5103","N","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Administrativní a podpůrné činnosti"
"763235778","70.7","316","78","80403","200","5103","K","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Peněžnictví a pojišťovnictví"
"763235793","42.3","316","78","80403","200","5103","L","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Činnosti v oblasti nemovitostí"
"763235808","158","316","78","80403","200","5103","M","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Profesní, vědecké a technické činnosti"
"763235823","174.9","316","78","80403","200","5103","N","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Administrativní a podpůrné činnosti"
"763235838","281.7","316","78","80403","200","5103","O","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Veřejná správa a obrana; povinné sociální zabezpečení"
"763234698","286.5","316","78","80403","100","5103","O","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Veřejná správa a obrana; povinné sociální zabezpečení"
"763234713","309.4","316","78","80403","100","5103","P","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Vzdělávání"
"763234728","298.3","316","78","80403","100","5103","Q","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zdravotní a sociální péče"
"763234743","52.4","316","78","80403","100","5103","R","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Kulturní, zábavní a rekreační činnosti"
"763234758","48.9","316","78","80403","100","5103","S","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Ostatní činnosti"
"763235853","278","316","78","80403","200","5103","P","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Vzdělávání"
"763235868","280.5","316","78","80403","200","5103","Q","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zdravotní a sociální péče"
"763235883","49.5","316","78","80403","200","5103","R","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Kulturní, zábavní a rekreační činnosti"
"763235898","44","316","78","80403","200","5103","S","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Ostatní činnosti"
"763235628","93.8","316","78","80403","200","5103","A","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zemědělství, lesnictví, rybářství"
"763235643","29","316","78","80403","200","5103","B","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Těžba a dobývání"
"763235658","1079.6","316","78","80403","200","5103","C","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zpracovatelský průmysl"
"763235673","29.3","316","78","80403","200","5103","D","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"763235688","49.6","316","78","80403","200","5103","E","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zásobování vodou; činnosti související s odpady a sanacemi"
"763235703","199","316","78","80403","200","5103","F","2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Stavebnictví"
"786864088","3793.5","316","78","80403","200",,,"2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený",
"786864100","3925.9","316","78","80403","100",,,"2015","1","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický",
"746641741","99.2","316","78","80403","100","5103","A","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zemědělství, lesnictví, rybářství"
"746641756","30.4","316","78","80403","100","5103","B","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Těžba a dobývání"
"746641771","1073.6","316","78","80403","100","5103","C","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zpracovatelský průmysl"
"746641786","29.4","316","78","80403","100","5103","D","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"746641801","51.4","316","78","80403","100","5103","E","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zásobování vodou; činnosti související s odpady a sanacemi"
"746641816","215.1","316","78","80403","100","5103","F","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Stavebnictví"
"746641831","499.2","316","78","80403","100","5103","G","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"746642881","97.5","316","78","80403","200","5103","A","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zemědělství, lesnictví, rybářství"
"746641846","244.5","316","78","80403","100","5103","H","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Doprava a skladování"
"746641861","114.5","316","78","80403","100","5103","I","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Ubytování, stravování a pohostinství"
"746641876","100.9","316","78","80403","100","5103","J","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Informační a komunikační činnosti"
"746641891","72.9","316","78","80403","100","5103","K","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Peněžnictví a pojišťovnictví"
"746641906","45.3","316","78","80403","100","5103","L","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Činnosti v oblasti nemovitostí"
"746642896","30.5","316","78","80403","200","5103","B","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Těžba a dobývání"
"746642911","1061.9","316","78","80403","200","5103","C","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zpracovatelský průmysl"
"746642926","29.3","316","78","80403","200","5103","D","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"746642941","50.7","316","78","80403","200","5103","E","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zásobování vodou; činnosti související s odpady a sanacemi"
"746641921","162.7","316","78","80403","100","5103","M","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Profesní, vědecké a technické činnosti"
"746641936","178.6","316","78","80403","100","5103","N","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Administrativní a podpůrné činnosti"
"746641951","287.7","316","78","80403","100","5103","O","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Veřejná správa a obrana; povinné sociální zabezpečení"
"746641966","305.8","316","78","80403","100","5103","P","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Vzdělávání"
"746642956","212.2","316","78","80403","200","5103","F","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Stavebnictví"
"746642971","478.7","316","78","80403","200","5103","G","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"746642986","241.4","316","78","80403","200","5103","H","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Doprava a skladování"
"746643001","110","316","78","80403","200","5103","I","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Ubytování, stravování a pohostinství"
"746641981","292.6","316","78","80403","100","5103","Q","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zdravotní a sociální péče"
"746641996","52.3","316","78","80403","100","5103","R","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Kulturní, zábavní a rekreační činnosti"
"746642011","49.2","316","78","80403","100","5103","S","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Ostatní činnosti"
"746643016","98.7","316","78","80403","200","5103","J","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Informační a komunikační činnosti"
"746643031","71","316","78","80403","200","5103","K","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Peněžnictví a pojišťovnictví"
"746643046","43.3","316","78","80403","200","5103","L","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Činnosti v oblasti nemovitostí"
"746643061","155.1","316","78","80403","200","5103","M","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Profesní, vědecké a technické činnosti"
"746643076","167.9","316","78","80403","200","5103","N","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Administrativní a podpůrné činnosti"
"746643091","282.6","316","78","80403","200","5103","O","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Veřejná správa a obrana; povinné sociální zabezpečení"
"746643106","274","316","78","80403","200","5103","P","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Vzdělávání"
"746643121","275.2","316","78","80403","200","5103","Q","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zdravotní a sociální péče"
"746643136","49.3","316","78","80403","200","5103","R","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Kulturní, zábavní a rekreační činnosti"
"746643151","43.8","316","78","80403","200","5103","S","2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Ostatní činnosti"
"786863968","3773.2","316","78","80403","200",,,"2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený",
"786863980","3905.4","316","78","80403","100",,,"2014","2","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický",
"746641742","100.8","316","78","80403","100","5103","A","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zemědělství, lesnictví, rybářství"
"746641757","30.3","316","78","80403","100","5103","B","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Těžba a dobývání"
"746641772","1083","316","78","80403","100","5103","C","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zpracovatelský průmysl"
"746641787","29.4","316","78","80403","100","5103","D","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"746641802","51.8","316","78","80403","100","5103","E","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zásobování vodou; činnosti související s odpady a sanacemi"
"746641817","217.5","316","78","80403","100","5103","F","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Stavebnictví"
"746641832","500.3","316","78","80403","100","5103","G","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"746642882","99.2","316","78","80403","200","5103","A","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zemědělství, lesnictví, rybářství"
"746641847","246.2","316","78","80403","100","5103","H","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Doprava a skladování"
"746641862","115","316","78","80403","100","5103","I","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Ubytování, stravování a pohostinství"
"746641877","101.5","316","78","80403","100","5103","J","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Informační a komunikační činnosti"
"746641892","72.8","316","78","80403","100","5103","K","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Peněžnictví a pojišťovnictví"
"746641907","45.6","316","78","80403","100","5103","L","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Činnosti v oblasti nemovitostí"
"746642897","30.5","316","78","80403","200","5103","B","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Těžba a dobývání"
"746642912","1070.7","316","78","80403","200","5103","C","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zpracovatelský průmysl"
"746642927","29.3","316","78","80403","200","5103","D","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"746642942","51","316","78","80403","200","5103","E","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zásobování vodou; činnosti související s odpady a sanacemi"
"746641922","164.3","316","78","80403","100","5103","M","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Profesní, vědecké a technické činnosti"
"746641937","182.7","316","78","80403","100","5103","N","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Administrativní a podpůrné činnosti"
"746641952","290.9","316","78","80403","100","5103","O","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Veřejná správa a obrana; povinné sociální zabezpečení"
"746641967","295.5","316","78","80403","100","5103","P","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Vzdělávání"
"746642957","214","316","78","80403","200","5103","F","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Stavebnictví"
"746642972","479","316","78","80403","200","5103","G","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
"746642987","244.8","316","78","80403","200","5103","H","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Doprava a skladování"
"746643002","110.6","316","78","80403","200","5103","I","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Ubytování, stravování a pohostinství"
"746641982","294.5","316","78","80403","100","5103","Q","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zdravotní a sociální péče"
"746641997","52.4","316","78","80403","100","5103","R","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Kulturní, zábavní a rekreační činnosti"
"746642012","49.4","316","78","80403","100","5103","S","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Ostatní činnosti"
"746643017","99.3","316","78","80403","200","5103","J","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Informační a komunikační činnosti"
"746643032","70.8","316","78","80403","200","5103","K","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Peněžnictví a pojišťovnictví"
"746643047","43.7","316","78","80403","200","5103","L","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Činnosti v oblasti nemovitostí"
"746643062","156.9","316","78","80403","200","5103","M","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Profesní, vědecké a technické činnosti"
"746643077","171.9","316","78","80403","200","5103","N","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Administrativní a podpůrné činnosti"
"746643092","286.2","316","78","80403","200","5103","O","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Veřejná správa a obrana; povinné sociální zabezpečení"
"746643107","265.9","316","78","80403","200","5103","P","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Vzdělávání"
"746643122","277.5","316","78","80403","200","5103","Q","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Zdravotní a sociální péče"
"746643137","49.4","316","78","80403","200","5103","R","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Kulturní, zábavní a rekreační činnosti"
"746643152","44","316","78","80403","200","5103","S","2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Ostatní činnosti"
"786863992","3794.8","316","78","80403","200",,,"2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený",
"786864004","3923.8","316","78","80403","100",,,"2014","3","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický",
"763234491","99.7","316","78","80403","100","5103","A","2015","4","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zemědělství, lesnictví, rybářství"
"763234506","28.8","316","78","80403","100","5103","B","2015","4","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Těžba a dobývání"
"763234521","1127","316","78","80403","100","5103","C","2015","4","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zpracovatelský průmysl"
"763234536","29.8","316","78","80403","100","5103","D","2015","4","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu"
"763234551","51.8","316","78","80403","100","5103","E","2015","4","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","fyzický","Zásobování vodou; činnosti související s odpady a sanacemi"
"763235721","490.3","316","78","80403","200","5103","G","2015","4","97","19","Průměrný počet zaměstnaných osob","tis. osob (tis. os.)","přepočtený","Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
